用户,是否看过,评分,评论时间,有用数,评论
虎鲨,看过,较差,2020-02-22 13:15:33,0,我觉得看前20分钟后15分钟就可以了…中间完全不知所云…
hochyou,看过,还行,2020-03-01 22:58:39,0,什么庸俗烂片（只能啃颜），女闺蜜也太酷了吧！
乔苹果,看过,较差,2020-03-02 18:37:42,0,还能再狗血点儿吗……
Flahertie,看过,较差,2020-02-26 01:14:28,1,这确定不是情人节特供给单身狗看渣男贱女恐恋爱的吗？唯一的直男都看得出来两个人互相有意思，作为闺蜜看不出来？这个Harry和男主也是太🈚魅力了。
麦可吸,看过,还行,2020-03-04 18:56:58,0,草莓味的。
二马,看过,较差,2020-02-26 12:28:11,0,男二的行为 真的太糟了 电影也有点磨磨叽叽
JeSuisAlt,看过,还行,2020-03-01 15:04:18,1,可爱可爱！
硕爷,看过,推荐,2020-02-27 08:26:11,0,导演竟然是QAF的Em……虽然吧，特别俗套，各种绿茶，但……俩帅哥终成眷属，甜到腻，就是最好看的，给高分～
苦苦的咖啡,看过,还行,2020-02-26 19:00:16,0,反正挺温馨的吧。
查理布朗尼,看过,较差,2020-02-26 22:20:49,0,好肥皂啊啊啊啊分分合合lovesexlovefightlovetrueloveugh
Mr_PAT,看过,力荐,2020-02-28 23:20:07,1,或许我要的很简单，颜值在线演技过得去，浪漫HE就够了
RandalWan,看过,还行,2020-02-25 22:05:42,0,还行。
天上人间,看过,较差,2020-03-01 17:22:25,0,二人转
3.14159,看过,还行,2020-02-28 09:24:32,0,口口声声说爱我又去睡我的朋友会被我捶爆狗头（微笑
肖夏。,看过,还行,2020-02-25 13:47:28,0,假如我遇到了高中欺负我的深柜走肾男，我只会say no，是过了这个年龄吗？不容易被花言巧语和肉体吸引。哈哈
finddevil,看过,较差,2020-02-17 09:12:12,1,流水账式芝加哥同志爱情故事
sangmxg,看过,较差,2020-02-27 18:56:38,0,以为好看 其实无聊透顶
pamourrrrrr,看过,2020-02-26 20:02:49, ,0,就，好吧。
劈叉,看过,较差,2020-02-29 02:38:36,0,what kinda movie is this!!!
尼克森,看过,较差,2020-02-29 22:12:56,0,没有动情点
美海超人,看过,还行,2020-03-06 13:06:43,0,运镜和剪辑都很业余晃得我眼睛直晕晕，时间线缺乏层次显得有失偏颇，只有软件约会与婚礼重逢两场还不错。整体较寡淡，也可能本人现在的恋爱比这个甜太多了哈。
柏林525,看过,很差,2020-02-29 18:51:03,0,sam这个玛丽苏·····再加上十八线偶像剧的误会剧情······
