用户,是否看过,评分,评论时间,有用数,评论
海燕🍑,看过,较差,2020-02-14 10:14:26,1,拍成动画片它不香吗？
feelzero,看过,还行,2020-02-13 18:18:41,0,He's not just a people person.
狮头郭,看过,还行,2020-02-12 22:18:15,0,儿童片，行吧。不要有任何成人要求
南生817,看过,还行,2020-02-14 22:55:34,0,⊙∀⊙！。还是很可爱滴呀。别苛刻。
只爱这片土地！,看过,还行,2020-02-23 20:36:39,0,挺欢乐的，不过有些过了。蚂蚁蜻蜓竹节虫都有语言了...可能是我较真了。女儿很喜欢，毕竟动物都可爱得一塌糊涂
翼yi,看过,还行,2020-02-19 14:34:51,1,确实不怎么样
leonid,看过,还行,2020-02-13 23:27:44,0,3-...故事简单适合套用小盆友视角观看，有不少动物小桥段做的挺有趣，有些小笑话也还好，结尾一战确实有点不好接受...
北斗星626,看过,较差,2020-02-14 19:38:02,1,不好
Ironman.,看过,较差,2020-03-06 16:13:05,1,一开始以为是男版灰姑娘后来觉得是少年派漂流看到最后竟然发现是哈利波特 - - 钢铁侠选片能不能品位好点
卫庆,看过,较差,2020-02-13 17:45:31,1,u1s1 也就看看妮妮和小动物说话哈哈哈
薛定谔的毛,看过,还行,2020-02-11 13:39:08,0,挺无聊的，虽然萌萌们都很萌。北极熊的名字居然叫yoshi！
残酷口香糖,看过,较差,2020-02-20 17:26:49,1,内容空洞且乏味
leozac,看过,还行,2020-02-19 23:46:07,0,额...能看，热闹...
纯不真,看过,很差,2020-02-18 00:40:57,2,多力特实力证明再一流的演员对于三流剧本也回天乏术，环球咋舍得花1.7亿刀都砸在一部低幼儿童情景剧上的。前有「猫」后有「多力特」，好奇环球是不是让人给下蛊了？
贰月,看过,还行,2020-02-26 14:11:26,1,小罗伯特·唐尼成为钢铁侠，大概是他职业生涯中最成功也最失败的决定：一方面，化身成为人见人爱的富豪大亨，也让他成为了人见人爱的富豪大亨；但另一方面，自2008年的《钢铁侠》之后，其主演的非漫威电影只手可数，这也可想而知地限制了他的表演风格。
悟饭婆婆,看过,较差,2020-02-20 22:32:35,1,耗资1.7亿美金却拍得如此波澜不惊，也是佩服至极了。
道友请留步,看过,还行,2020-02-12 13:52:03,0,为什么一个大猩猩你那么胆小啊😂
雨苔思音,看过,较差,2020-02-15 22:13:38,1,此片的特效执行就像是新霹雳娇娃的动作执行一样糟糕，再加上混乱剪接的镜头和乏善可陈的剧情还有唐尼仿佛失了智的演出，简直是一场灾难。
大刚,看过,较差,2020-02-18 19:45:35,1,没看完，弃了，扑街样
橱窗外的大怪兽,看过,较差,2020-02-19 23:15:33,1,啥玩意儿
沉夕,看过,较差,2020-02-11 20:32:02,1,为了妮妮看的……就非常幼稚无聊……如果我年轻20岁在电影院里看可能会多给一颗星吧……
ceci,看过,还行,2020-02-01 13:57:09,0,实在憋不住去看了场电影。动物们还挺可爱的，看个热闹吧，毕竟现在也实在没啥选。唐尼实在不适合演这种，白瞎了这么豪华的阵容。话说我一直觉得啥都能说话的片子应该是迪士尼的专利😂
Julianne,看过,还行,2020-02-21 17:04:15,0,mediocre
lunch,看过,还行,2020-03-01 21:38:42,0,小朋友电影 @@
anewpig,看过,还行,2020-02-12 03:21:34,0,先看了豆瓣评分之后看的电影 可能没有什么预期 竟然觉得不难看？？有人说老少咸宜温暖搞笑 我觉得说得对啊 也有人说平淡无奇没有亮点 我赶脚说得也很对啊…… 这种动画片观影环境很重要 我看得这场大概傻白甜和小孩子比较多 所以氛围还蛮好的 大家都很捧场（大概是我写过最勉强的影评了骚瑞
蜂唐罗隐,看过,较差,2020-02-25 22:12:44,1,"这部电影的唯一乐趣就是对上这些动物是哪位巨星配的音。
PS：“这配音阵容太神仙，但看海报感觉会烂看”应了此前猜想。"
末搽,看过,还行,2020-03-04 09:28:19,0,感觉动物很可爱，剧情很童话，也有笑点，不同角色也有成长，但是就感觉差点什么
Ms.豌豆,看过,较差,2020-02-14 15:31:15,1,连短评都懒的写的爆米花电影
tottal,看过,还行,2020-03-01 18:46:47,0,德普适合这个角色…
amber,看过,较差,2020-02-21 07:53:30,1,确实没什么吸引力~
_Rookie7,看过,还行,2020-02-26 01:43:23,0,纯低幼化作品
oood,看过,力荐,2020-02-14 18:45:29,0,我猜如果没有中美竞争，评分会更高。
溺死的鱼,看过,较差,2020-01-31 01:54:09,1,睡得挺香……
理性の诗,看过,很差,2020-03-05 15:29:23,1,经典童话有着无穷无尽的挖掘潜力，但很多电影只强化了它的低幼，我们有了更先进的技术和理论，但讲故事的能力还不如曾经。
Eros,看过,较差,2020-02-12 17:06:54,1,也不是很差，就是很无聊。
嗜辣如命女,看过,还行,2020-02-11 21:44:27,0,太乖了太乖了所有动物太乖了
他人之言,看过,还行,2020-02-12 22:11:11,0,还是要杠：食肉动物的食物来源怎么解决的。
胡天柒月,看过,较差,2020-02-16 01:20:41,1,真的太儿童了。。。
SUmmEr,看过,还行,2020-02-16 15:58:03,0,改编的挺失败的，英式童话冒险故事，导演把这个故事讲的一点儿不流畅，且每次听演员的对话都好费劲。
小P,看过,较差,2020-02-21 21:25:03,1,就是 真的 很儿童 画面是好的 卡司是豪华的 但是故事……
艾玛•沃森,看过,较差,2020-02-25 17:28:11,2,"首先这导演超喜欢小朋友，影片拍着拍着就成儿童片。其次导演脑中想法比较匮乏，感觉又看了一版《加勒比海盗》，只是综上两述，这是低龄版《加勒比海盗》。
另外，小罗伯特唐尼，你刚离开漫威宇宙，退出复联组织，褪去钢铁战甲，就秒接这种三流剧本？如今尼古拉斯凯奇都不敢这么接戏法。既然都是超一线好莱坞明星了，接戏逼格高一点吧！
最后，环球影业，我都不想说什么了，《猫》的损失还没头绪去填补，这就又来了个“巨坑”。真的，小心被踢出好莱坞六大（算上NetflIx）公司行列！别把希望都一下子寄予5月份的《速度与激情9》，自身自灭去吧！"
六条叔叔,看过,较差,2020-02-15 17:34:03,2,我两个朋友都问我要这部电影的资源，我心想是有多好看，结果给我看了个什么智障玩意。钢铁侠叔叔是不是漫威电影演多了，已经不会和人类互动表演了，只能和CG技术一起演么？有功夫在这瞎胡闹，不如和配音动物的全演技阵容学学怎么表演。
xiaoyaah,看过,还行,2020-01-18 08:05:21,1,即便有无数个想翻白眼的瞬间 也想给某些私人趣味好评 coorooooo~
Dpp,看过,还行,2020-02-13 13:51:01,0,儿童片看着就图一乐，挺好的。好想养只狗啊…再养只鹅？再养个鹦鹉…？
正北偏北,看过,较差,2020-02-13 15:54:46,1,儿童...片？主要错用了一个Ip
等待戈多,看过,很差,2020-02-13 15:14:20,1,这片子拍的不但低龄而且弱智，小盆友看不懂大盆友不爱看，钢铁侠11年的人设一朝尽毁，剧情相当稀薄，节奏相当缓慢，没有跌宕，没有起伏，莫名其妙，结尾与龙“共处”那段，脑洞不是一般的大。
诸葛钢铁,看过,较差,2020-02-10 21:21:03,1,虽然低幼也可以有趣，但是第二幕和第三幕零敲碎打勉强把故事填补顺溜的窘态实在是太明显了。拍给孩子看，真不是不走心的理由。
舒农,看过,很差,2020-02-10 18:02:57,1,终于轮到我用“毁童年”三个字了。以及，一边看一边骂，环球如此无耻，不能因为唐尼和赫兰德的成功就特地找了个像赫兰德的小孩啊。结果翻演员表一看，还就是赫兰德本赫......
王仙客,看过,较差,2020-02-22 20:29:18,1,这扑的无话可说啊，钱都花哪去了
Panda,看过,还行,2020-02-12 22:13:22,0,看睡着了
Hallie Jin,看过,还行,2020-01-08 19:55:45,0,首尔江南cgv。看这种电影纯粹图个乐。
Fujihime Arashi,看过,较差,2020-02-23 21:56:31,1,钢铁侠退休了也还是钢铁侠，故事糟糕演的糟糕可真是没救了
janes,看过,还行,2020-02-26 11:09:51,0,动物确实很可爱，电影确实很无聊。
徐小乙,看过,较差,2020-02-12 22:15:52,1,客串的大咖倒是真不少，也看得出来这是环球为唐尼专门定制的角色，但实在太低幼了，独角戏配上动作捕捉和绿布就齐活儿了，除非你是铁人脑残粉，不然就直接甩给孩子吧。。
一條魚佔滿了河,看过,很差,2020-02-14 23:05:24,1,即便當成兒童片看都是不及格的，劇情連最基本的連貫都難以達到，那些尷尬至極的笑點即便放到20年前都很難笑出來，至於大量特效，抱歉，今時今日這種完成度的特效實在是連鼓勵都難說出口。
