用户,是否看过,评分,评论时间,有用数,评论
弥赛亚代言人,看过,力荐,2020-02-07 23:08:02,2,一个关于OMEGA级变种人大战高达然后双方合体对战超级高达的故事。片子的作画和节奏炸裂到无以言表，属于那种“在观影过程里完全没有时间和精力去思考后期凌乱的剧情和不够饱满的世界观设定只能跟着电影叙事中二之魂爆燃两小时”的炸，在临近复工的时节能等到这么一部爽片，整个人都精神了一点儿呢！
iriselite,看过,推荐,2020-02-11 00:37:22,0,制作精良，画风独特，有别于一般的日本动画。一开始便是节奏紧凑，机甲打斗场面激烈，故事及画风借鉴了《蜘蛛侠·平行宇宙》。越看越燃，很过瘾。
Lycidas,看过,还行,2020-02-10 04:44:28,0,3.5 堺桑说话声音好好认啊，特别画外音的时候就是一个古美门非常出戏。演出真强，纷繁色彩和几何图形构筑起极平面又极立体的神奇感受，每分钟都在脑子里炸烟花，想大银幕看爽个够。画风人设故事和受歧视族群反压迫的主题都谜之上世纪九十年代，真·文艺复兴，泽野的配乐也太吃老本了吧……
comple,看过,力荐,2019-12-09 09:52:07,3,牛逼，看傻了，十年前在电影院看天元突破大概就是这种感觉吧
Tod,看过,力荐,2019-10-22 02:56:34,5,扳机社是神，今石洋之是神！大哥开鹤望兰！！我的burning soul是突破天际的！天元突破的影子随处可见！最后看到摩纱雪的名字，galo和lio的姿势太飞跃巅峰了！！作画超神，艺术风格超神！真实看哭！同场老外不断尖叫呐喊！真的太好看了
Panda的阴影,看过,力荐,2020-02-23 23:05:17,0,《普罗米亚》：豆瓣电影标记的第10500个条目。2020年目前看过的最让我惊喜的动画电影！尽管看了前二十来分钟就跟一起观影的小外甥预测对了剧情走向，但那绚烂繁杂、独树一帜的画风，眼花缭乱、干脆利落的动作戏，热血沸腾、慷慨激昂的配乐等等依然看得我又燃又爽。电影让我找到了些许类似于《蜘蛛侠：平行宇宙》的惊艳观感，而里面的三维空间不时联想到《夏日大作战》的奥兹世界，各种机甲则联想到《EVA》《阿凡达》《变形金刚》等，加洛和里欧竟然还有吻戏，古雷竟然是堺雅人配音，打开导演「今石洋之」作品查看发现有《新世纪福音战士》（有股恍然大悟之感），原来是《落叶》的监督呀！
cronus,看过,力荐,2019-12-09 05:01:04,1,Too good to be true
小蛇,看过,力荐,2019-12-09 03:56:38,3,请带走我一个平凡人的负能量
超cute侠,看过,还行,2020-03-03 23:44:50,0,画面具有一种几何分割般的凌厉感，加上配乐的加持，热血感喷薄而出，不过主题比较老套，而且编剧不怎么知道节制，全片都处于一种高潮状态，所以看到最后竟是疲倦大于刺激，另外雅人叔的声音真好认，和眼睛睁不开的反派在形象上也是无违和了。
面白饭Θ☉Θ,看过,推荐,2020-02-10 17:47:48,0,今石监督个人风格太鲜明了，主题曲也太好听了吧
