用户,是否看过,评分,评论时间,有用数,评论
赫恩曼尼,看过,力荐,2019-08-31 17:24:02,70,太好看了，除了罗小黑自带光环之外，叙事非常完整，节奏完美，配乐也喜欢，可贵的是没有逻辑漏洞。结尾泪目。甩《哪吒》几条街～～～
蝠蝠,看过,推荐,2019-09-08 19:17:46,7,作为一个路人不抱着期待买了罗小黑大电影的票，却意外的被这个妖精与人类共存的世界给温暖的感动了，看似是粉丝们报团取暖式的狂欢，其实对非粉丝也稍稍有一些友好，着实是中秋档期最值得一看的电影了，非常精彩，很推荐。
时间之葬,看过,较差,2019-09-07 16:03:37,119,100分钟的电影，大概60分钟在卖萌，30分钟在用一种近乎障眼法的方式打斗，剩下10分钟走字幕，讲了一个已经在无数电影中被探讨过的命题。其实最根本的问题，是无限和小黑两个主人公都毫无成长，如果你从一开始就自带外挂，而且开挂就能解决一切问题，那么问题也根本就不成其为问题。
NamesPitt,看过,较差,2019-09-07 17:23:48,121,人物间的情感毫无动机，完全没有共鸣，剧情做到了既拖沓又跳跃。配音演员油腻的音色和中二台词就是在向我的耳朵喂屎，看完我只想捶死这些装逼的角色。
释年,看过,较差,2019-08-31 17:15:39,103,劇本可能是個考古文物 抖機靈和靈光一閃不能彌補其他方面更嚴重的問題
红薯泥,看过,较差,2019-09-08 09:45:30,96,不知道这高分从何而来？剧情实在莫名其妙！前面过于拖沓，后面却又仓促收场？里面很多人物的形象似乎都能在脑海里找到相似的其他动画的影子，这难道是再加工吗？？？？本来看着似乎口碑不错，想支持一下，结果是如此欺骗性。。。
かくです。,看过,较差,2019-09-07 21:02:57,86,国产动漫是吃中二长大的？服了。从来看电影没睡过觉的我中途睡了半个点，懒得槽
小融资,看过,很差,2019-09-06 08:49:22,72,低幼电影真的不好看适合16岁以下的人群当然如果是粉丝我无话可说
大头绿豆,看过,很差,2019-09-09 14:04:48,10,一无是处。
施舍翅膀,看过,很差,2019-09-08 16:18:28,29,"过气动画有三宝：卖萌、说教和环保。
- Furry会成为大众流行吗？
- 不会。
全是别人的影子，没啥意思。"
