用户,是否看过,评分,评论时间,有用数,评论
書呆子,看过,推荐,2019-05-24 17:09:51,69,"【难怪复联4不延期，迪士尼爸爸要主推这部】

茉莉公主在皇宫出来的时候身后站了一头大脑斧真是牛啤轰轰。
真香啊。
看之前看剧照就是，找威尔·史密斯演灯神真的是很创意啊，还挺壮实的一个；公主真好看啊，阿拉丁看海报看不出颜值。因为没有抱太多期待值反而是太好看了！
特别不盖·里奇但似乎又这样盖·里奇。小情人的cp感太强了，阿拉丁撩公主都是套路啊，套路～
威尔”史密斯是真的又帅又逗逼，介绍如何使用神灯是用rap，自身的种族优势那是一定要发挥出来的！歌舞部分真的很好看，轻松愉快又开森，全程除了泪点部分嘴角就没有弯下来过。是一个晚上没睡觉的、本来还以为自己要昏昏欲睡，结果是完全没有～
小朋友一定会很喜欢这一部。"
基瑞尔,看过,还行,2019-05-24 14:33:57,10,本来以为是真人部例行土嗨，结果最终成片有一些小的惊喜。谁曾想到小时候对于Aladdin的sexual crush在10多年后对于这个系列的心动角色已经变成了“Jafar”...真是老了。沙雕可口的Will，第一次有这么好机会的Nasim和沉迷于口音表演的Billy小哥，以及当中两首歌，都是一顶一的可爱！
文森特九六,看过,很差,2019-05-23 17:17:03,59,盖痞你这几年闹够了吧？接下来的The Gentleman，嗯，你最好给我明白点儿。
胖丁桃,看过,推荐,2019-05-24 22:24:27,49,算是这几部迪士尼公主片中比较惊喜的一部，主要是威尔史密斯版蓝精灵的歌舞秀太精彩，简直想冲着这个二刷；公主人美歌甜第二大亮点，女性意识崛起得也非常自然，挺不错的。
康报虹,看过,还行,2019-05-25 18:14:05,23,我以为操着一口大叔音的皮卡丘就够疯狂了，没想到还有一个能说会道、能歌善舞、说唱嘻哈样样精通的怪蜀黍灯神。从他们身上，我清醒地认识到，原来“反差萌”才是这个时代最大的卖点。
蔕,看过,还行,2019-05-27 20:30:43,12,实在找不到亮点，一言不合就开始唱，但唱的又不动听，最后完完全全变成了印度歌舞片，那我还不如去看宝莱坞，至少宝莱坞唱的跳的可比这强多了。有人说盖里奇回来了，可我觉得那个盖里奇渐渐消失了
kakakarl,看过,推荐,2019-05-24 16:13:16,41,迪士尼式美满结局，美丽的阿拉伯真人版公主也能唤起少女心。歌舞笑点内容也不断与时俱进，茉莉公主成了女王，符合新时代的独立自主女性主义，精灵依旧是最好的朋友，威尔史密斯也太可爱了吧！
Eileke,看过,推荐,2019-05-24 23:41:57,35,妈呀，真的惊喜啊！太欢乐了，笑的合不拢嘴，大型阿拉伯劲歌热舞秀，威尔史密斯真的太太太逗比了，骚中带浪、浪里带婊，爱的不行！本以为是迪士尼献祭之作，看完后只想说真香！
Rocinante,看过,较差,2019-05-24 16:57:28,12,各位，你们不睡着算我输。阿拉丁的牙和舞特别好，茉莉的女权觉醒超刻意，威尔史密斯的神灯提供不了不够的奇观性，这种半个世纪前的“我要征服世界”的反派看到就想快进，整个故事芣没有什么像样的高潮，但是bug超多，例如反派怎么就一下子xx了是通过修正全世界记忆还是给他换套衣服就行？
寒枝雀静,看过,还行,2019-05-29 23:19:08,6,D / ①威尔史密斯贡献了我看过的迪士尼电影里最婊气（且自然）的表演。②第二幕和第三幕之间有明显的人物线条断裂。③神灯的设定站不住脚的时刻太多了，最后主奴身份反转尤其匪夷所思。④一个一开始祈求人民幸福，到头来就是想当王；一个一开始安贫乐道，得到身份就耽溺于虚假...“人民”完全被偷换为作为个体的主角。这样看来盖·里奇倒是造了个和《亚瑟王》相仿的精英身份故事。⑤“果酱要靠自己拿”，一个以消灭幻想为目的的幻想故事。
大海里的针,看过,推荐,2019-05-26 14:39:52,21,经典动画IP惨遭真人改编，迪士尼大厂模式毫无导演风格，披着阿拉伯文化外衣的美式主旋律，甜了吧唧的无脑歌舞爱情片，赋予女权标签却需要王子解救的花瓶公主，过气史皇强行搞笑尴尬黄昏恋……真香！
李阿斗,看过,推荐,2019-05-23 04:24:56,31,从各个角度来说，小时候的童话都是很有教育意义的。这部迎合女权看着别有一番滋味。（女主一张嘴我觉得自己在看冰雪奇缘）
