用户,是否看过,评分,评论时间,有用数,评论
ztshin,看过,力荐,2019-12-16 13:31:59,5,"我现在双手捂嘴，眼含热泪，头脑发胀，没法告诉你这是多好的一部电影。Viscerally disturbing, violently beautiful—a easy best of the year"
狐仙小九九,看过,力荐,2019-09-02 13:57:56,5,Masterpiece.
非编码Postdoc,看过,较差,2019-12-16 04:01:20,55,简直神经病啊！完全不能理解！虚无到像mindfuck了两个小时还没有高潮，连快感都没有
LORENZO 洛伦佐,看过,较差,2020-02-03 06:50:24,9,《好时光》的好感到这一部只剩下厌烦，那些《好时光》里的小聪明，到了这部只是故意作死。第一次觉得电影太吵了，个人很不喜欢。
一匹马赛克,看过,推荐,2020-02-07 01:06:54,1,太精彩了！第一次看萨夫迪兄弟的作品，耳目一新，惊艳回味！导演关注的不是故事的行进，而是以霍华德个人的情绪和抉择引发联动，以此来组建叙事，人物成为比情节更核心的部分。桑德勒也贡献出自己演技生涯目前的最佳。精准的视听语言与故事和男主三位一体，高度统一的拧成一股劲儿，让我看的倍感紧张，身临其境，从头到尾的疯狂和聒噪让自己也被带入，并且在最后也随着加内特的进球而变得狂热，视听掌握到让人觉得冒犯但又恰到好吃。加内特的自黑出演令人意外也让这个故事的可信度与故事的虚构形成一个微妙的边界。其实看得时候一直在想杜琪峰的《夺命金》，虽然两者并无太多关联之处。一次享受的过山车一般的观影过程，如果这是一个发生在国内的故事，并且有国内顶尖的演员来演，加上这样的视听处理，真的很好奇在银幕上会给国内观众如何的化学反应。
凹凸,看过,力荐,2020-02-11 01:50:12,1,No need for Safdie Bros to give a shit about fucking Oscar! Oscar doesn't deserve such awesome directors!
楚翰彻,看过,推荐,2019-12-22 23:02:16,5,这次萨弗迪兄弟为自己的癫狂影像找到了合适主题，作为叙事基础的人物心理动机，和干扰人物选择的宏观世界，被一块集神秘、俗气、荒诞于一身的原钻裹挟在一起，逐渐将个人的执迷扩大到世界，而对流行文化的灵活运用则为电影的宿命论走向，与夸张的剪辑风格赋予了现实主义基调。
幽灵不会哭,看过,推荐,2019-12-30 09:32:20,2,4.5和《好时光》一脉相承，一个繁华都市下暗夜中的寓言，这次萨弗迪将镜头对准了金钱这个现代社会的怪兽，当埃塞俄比亚的犹太矿工冒着生命危险挖出的宝石成为了纽约犹太人大赚一笔的动力，成为了体育明星获取信心的力量，成为了挽救破裂家庭的希望，在一个一切以金钱为中心的世界，似乎万物都可以用金钱来衡量，命运、爱情、情亲和友谊，犹太人群体的生存百态也成为了萨弗迪讽刺的靶子，电影开篇和结尾那宝石中暗含的宇宙也正是这种讽刺的极致，和那浩瀚的宇宙相比，你以为的成功和浮华不过是缥缈的一瞬而已，最后躺在地上的霍华德能消耗这突如其来的“幸运”吗？当百万美元突然降临，所有的烦躁和压力都烟消云散了，但在犹太人、黑人、白人、欧洲人的纽约博弈中，幸运本身就是个伪命题，因为游戏规则都不一样，你的幸运在其他人那里只是虚无宇宙的
萵丗幬腩,看过,推荐,2020-02-08 16:39:45,1,前四分之三的电影恬燥的让人跟着主角一起神经紧绷的焦虑，在后面一声枪响变得烟飞云散... 百度戒赌吧欢迎你Howard
flume_,看过,力荐,2019-11-17 23:17:08,4,the level of uncut that Hunter Harris gem is
殇潮|Enigma,看过,较差,2020-02-01 17:36:15,8,我真他妈谢谢你全家，最后终于清静了！看见亚当桑德勒那张脸本来就够难受了，还要听他喋喋不休两小时！BGM铺的这麽满，直到最后看完脑袋都在嗡嗡响，真是呕
Alan,看过,推荐,2019-12-30 14:18:28,1,7/10 喜欢这个片的气质 很野很生动 Adam Sandler真是好演员 只是剧本有些细节并没有明白有何用意啊 需要二刷
国境以南,看过,力荐,2019-12-20 00:48:11,4,年度第一嗑药片，躁狂与虚无的交响曲
孟浪,看过,推荐,2020-02-11 16:38:04,2,延续了萨弗迪兄弟早期独立电影时期一贯的“呢喃核”（Mumblecore）美学，同时又嫁接了好莱坞金融犯罪片的部分类型元素，但所关注的仍然是纽约城市生活中的非主流社群。几乎从一开始，影片就定下了脱轨与失序的基调，全员话痨的人物设定与亚当·桑德勒毫无定性的角色担当，使得电影只有“现在”，而“现在”又分裂为一个个“瞬间”，持续地生成“事件”与“疯狂”。躁动的手持摄影配合大量的面部特写将人物的情感面貌局限在最真实也最隐秘的一刹那，迷离玄妙的电子乐以压迫性的氛围不断刺激着听觉感官，不可预知的叙事逻辑则彻底冲破了模式化的观影期待，观众就和电影中的人物一样，被牢牢地吸引在这种失控的节奏中。萨弗迪兄弟拍得不仅仅是电影，更多的可能是在谱写一种社会学或心理学机制。
没十斤公爵BOT,看过,力荐,2020-02-06 20:16:35,3,"开场，摄影机被“吸”入斑斓的钻石之中，然后转变为医院肠镜的病态身体——结石，在这一明喻的转场之中，有着一个隐喻的文本——钻石的“毒品化”，另一方面，身体作为中介，第三世界原初空间转为美国——“意义化”的空间。
印第安纳琼斯未必必须属于世界的角落，《原钻》中，对于钻石的狂热作为大航海—20世纪初的余波出现在纽约这个21世纪城市空间之中，萨弗迪兄弟通过密集的台词与光影暗示着一种神秘主义的驱力，诱惑性与症候性并置。
被阉割的Howard在反讽的蒙太奇中终结。他的脸在反光之中扭曲，变形，在毒品化的钻石的作用下，《原钻》的节奏被不可思议地急剧加速，终点是死亡冲动。"
miko范,看过,推荐,2019-12-21 21:52:38,5,厉害，片子结束世界也突然安静了
✘.,看过,力荐,2020-01-31 23:10:56,1,"被索德伯格和pta上身的萨弗迪兄弟，加内特客串很是意外。全程呈现一种乱糟糟、吵吵闹闹的凌乱环境，并且非常紧凑，把观众拉着一直往下看。片中的人都在为自己的生活奔波，其实没有严格意义上的反派，因为他们总是自己犯错。
萨弗迪兄弟可真会制造悬念，懂得如何抓人，事情从来不会顺着观众以为的朝向走。每当觉得会发生什么坏事的时候，正替他抓一把汗，偏偏这时就掐掉了，打消得一干二净，这点上的确是反类型反高潮的。奥斯卡最大遗珠。★★★★/8.9
疯狂的钻石，这颗石头代表着人类间无穷无尽的贪欲，不顾一切后果代价的霍华德总想着搏一搏。影片始终努力在营造混乱和窒息感，编剧太厉害了，意想不到的突发情况仅在前后一秒内完成。想不到没死于结肠癌却栽在石头上，原来在开篇钻石内部与结肠镜检蒙太奇已有所暗示。★★★★☆/9.1/*2"
津五渡,看过,推荐,2020-02-15 17:45:51,2,电影太聒噪了，不过挺佩服男主的，能把一团乱麻的生活过得“井井有条”，很神奇。电影也很神奇，仿佛把纷乱的红尘高度概括，蝇头微利，着甚干忙。加内特是惊喜，佩服编剧，加半星。
陆支羽,看过,推荐,2019-12-27 02:41:31,0,4.0。
Xaviera,看过,推荐,2020-01-16 20:52:23,0,萨弗迪兄弟永远在我的关注名单上
